id,ant,com,lift
234,"Aditivos e Lubrificantes', 'Ferramentas Pneumáticas'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",1.06527502945826
235,"Aditivos e Lubrificantes', 'Ferramentas em Geral'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.06477201867375
236,Aditivos e Lubrificantes',Ferramentas Manuais',1.0647634390095
237,"Funilaria e Pintura', 'Aditivos e Lubrificantes'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.06462245527558
238,Construção Civil',Ferramentas em Geral',1.06392089592911
239,"Ferramentas Elétricas e Máquinas', 'Aditivos e Lubrificantes', 'Equipamento Auto Center'",Ferramentas em Geral',1.06379715387817
240,"Ferramentas Elétricas e Máquinas', 'EPI', 'Ferramentas Pneumáticas'",Ferramentas Manuais',1.06350969606101
241,"Ferramentas Manuais', 'EPI', 'Ferramentas Pneumáticas'",Ferramentas em Geral',1.0626196196185
242,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas', 'EPI'",Ferramentas em Geral',1.06237745342629
243,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas', 'Para Você e Sua Casa'",Ferramentas em Geral',1.06209654818378
244,"Ferramentas Manuais', 'Para Você e Sua Casa'",Ferramentas em Geral',1.06043581790611
245,"Aditivos e Lubrificantes', 'Equipamento Auto Center'",Ferramentas em Geral',1.05976010308329
246,"Funilaria e Pintura', 'Equipamento Auto Center'",Ferramentas em Geral',1.05848980359092
247,"Ferramentas em Geral', 'EPI'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.05844895513653
248,"Equipamento Auto Center', 'Ferramentas Elétricas e Máquinas', 'Ferramentas Manuais', 'Ferramentas Pneumáticas'",Ferramentas em Geral',1.05717592049314
249,"Funilaria e Pintura', 'Equipamento Auto Center'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",1.05704496291046
250,"Equipamento Auto Center', 'Para Você e Sua Casa'",Ferramentas Manuais',1.05607986097353
251,Ferramentas Manuais',Ferramentas em Geral',1.05546371523662
252,Ferramentas em Geral',Ferramentas Manuais',1.05546371523662
253,"Funilaria e Pintura', 'Ferramentas Pneumáticas'",Ferramentas em Geral',1.05421089585038
254,"Injeção Eletrônica e Motor', 'Aditivos e Lubrificantes'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.05415055914502
255,Equipamento Auto Center',Ferramentas Manuais',1.05362231027664
256,"Ferramentas Elétricas e Máquinas', 'EPI', 'Ferramentas Pneumáticas'",Ferramentas em Geral',1.05253558579508
257,"Jardinagem', 'Ferramentas Manuais'",Ferramentas em Geral',1.05239153944688
258,"Ferramentas em Geral', 'Funilaria e Pintura', 'Ferramentas Elétricas e Máquinas', 'EPI'",Ferramentas Manuais',1.0519277708919
259,"Ferramentas em Geral', 'Funilaria e Pintura', 'Ferramentas Manuais', 'EPI'",Ferramentas Elétricas e Máquinas',1.05137798696014
260,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'Ferramentas Manuais'",Ferramentas em Geral',1.04887305033299
261,"Funilaria e Pintura', 'Ferramentas Elétricas e Máquinas', 'Equipamento Auto Center'",Ferramentas em Geral',1.04754399045543
262,"Injeção Eletrônica e Motor', 'Aditivos e Lubrificantes'",Ferramentas em Geral',1.04740503878778
263,"Ferramentas Manuais', 'EPI', 'Equipamento Auto Center'",Ferramentas em Geral',1.04649909353717
264,"Ferramentas em Geral', 'Jardinagem', 'Ferramentas Elétricas e Máquinas', 'EPI'",Ferramentas Manuais',1.04549795899907
265,Ferramentas Pneumáticas',Ferramentas Manuais',1.04486988317659
266,"Jardinagem', 'EPI', 'Ferramentas em Geral'",Ferramentas Manuais',1.04295866739669
267,"Ferramentas Elétricas e Máquinas', 'Construção Civil'",Ferramentas Manuais',1.04232517142622
268,Funilaria e Pintura',"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.04213794203023
269,"Aditivos e Lubrificantes', 'Ferramentas Pneumáticas'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.04208402148522
270,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",Ferramentas em Geral',1.04159125349181
271,Ferramentas em Geral',"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.04159125349181
272,"Ferramentas Manuais', 'Injeção Eletrônica e Motor', 'EPI'",Ferramentas em Geral',1.04126993536893
273,"Funilaria e Pintura', 'Ferramentas Pneumáticas'",EPI',1.04111846228846
274,"Funilaria e Pintura', 'EPI'",Ferramentas Elétricas e Máquinas',1.04037839163013
275,"Ferramentas Elétricas e Máquinas', 'Equipamento Auto Center'",Ferramentas Manuais',1.03985251840425
276,"Jardinagem', 'Ferramentas Manuais'",EPI',1.03797762478485
277,"Equipamento Auto Center', 'Ferramentas Pneumáticas'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.03770095005005
278,"Ferramentas Elétricas e Máquinas', 'Aditivos e Lubrificantes'",Ferramentas Manuais',1.0376286762082
279,"Jardinagem', 'EPI', 'Funilaria e Pintura'",Ferramentas Elétricas e Máquinas',1.03637358777951
280,"Ferramentas Manuais', 'EPI', 'Equipamento Auto Center'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",1.03618241835721
281,"Funilaria e Pintura', 'EPI'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.03612617328873
282,"Ferramentas Manuais', 'Auto Elétrica'",EPI',1.03519685271699
283,"Aditivos e Lubrificantes', 'Equipamento Auto Center'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.0337192975954
284,"Funilaria e Pintura', 'EPI', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',1.03247421813528
285,"Funilaria e Pintura', 'Ferramentas em Geral', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',1.03205536449709
286,"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",Ferramentas Manuais',1.03194033141411
287,Ferramentas Manuais',"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",1.03194033141411
288,"Ferramentas Elétricas e Máquinas', 'Ferramentas Pneumáticas'",Ferramentas Manuais',1.03152040547862
289,Funilaria e Pintura',Ferramentas Elétricas e Máquinas',1.03045171723998
290,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas', 'Ferramentas Pneumáticas'",Ferramentas em Geral',1.02979800643239
291,"Ferramentas Manuais', 'Para Você e Sua Casa'",EPI',1.02827713267557
292,"Ferramentas Manuais', 'EPI', 'Funilaria e Pintura'",Ferramentas Elétricas e Máquinas',1.02786812287143
293,"Jardinagem', 'Equipamento Auto Center'",Ferramentas Manuais',1.02754696391873
294,"Ferramentas em Geral', 'Auto Elétrica'",EPI',1.02714895096479
295,Construção Civil',"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.02625801860781
296,Aditivos e Lubrificantes',"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",1.02539101967088
297,"Ferramentas Manuais', 'EPI'",Ferramentas em Geral',1.02463814360069
298,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'Equipamento Auto Center'",Ferramentas Manuais',1.02298816320219
299,"Ferramentas Manuais', 'Ferramentas Automotivas'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",1.02233375487625
300,"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral', 'Para Você e Sua Casa'",Ferramentas Manuais',1.02211126609675
301,"Funilaria e Pintura', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',1.02189874229814
302,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'Ferramentas Manuais', 'Ferramentas em Geral'",EPI',1.01912626289913
303,"Funilaria e Pintura', 'Ferramentas Elétricas e Máquinas', 'Ferramentas Pneumáticas'",Ferramentas Manuais',1.01879272302501
304,Construção Civil',Ferramentas Manuais',1.01867926750813
305,"Ferramentas Manuais', 'Auto Elétrica', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',1.01815766345293
306,Injeção Eletrônica e Motor',"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.01782033748162
307,Auto Elétrica',EPI',1.01748138547604
308,"Ferramentas Manuais', 'Funilaria e Pintura'",Ferramentas Elétricas e Máquinas',1.016840593378
309,"Funilaria e Pintura', 'Ferramentas Pneumáticas'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.01602092340085
310,"Ferramentas em Geral', 'Para Você e Sua Casa'",Ferramentas Manuais',1.01598676683633
311,"EPI', 'Ferramentas Pneumáticas'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.0144579049286
312,"Auto Elétrica', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',1.01378495433112
313,Jardinagem',EPI',1.01328135191669
314,"Jardinagem', 'Ferramentas Manuais', 'EPI'",Ferramentas em Geral',1.01266639912341
315,Equipamento Auto Center',"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.01231711215487
316,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral', 'Equipamento Auto Center'",EPI',1.01128779769361
317,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas', 'Equipamento Auto Center'",Ferramentas em Geral',1.00942689390179
318,Auto Elétrica',Ferramentas Elétricas e Máquinas',1.00897289682242
319,"Jardinagem', 'Ferramentas em Geral'",Ferramentas Manuais',1.00862457683002
320,"Ferramentas Manuais', 'Equipamento Auto Center'",Ferramentas em Geral',1.00806684646137
321,"Ferramentas Manuais', 'Auto Elétrica'",Ferramentas Elétricas e Máquinas',1.00783365696298
322,"Jardinagem', 'Aditivos e Lubrificantes'",Ferramentas Manuais',1.00661291408053
323,"Ferramentas em Geral', 'Jardinagem', 'EPI'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.00624193001036
324,"Ferramentas Manuais', 'Ferramentas em Geral', 'Funilaria e Pintura'",Ferramentas Elétricas e Máquinas',1.00607270602322
325,Ferramentas Manuais',EPI',1.00366089919946
326,EPI',Ferramentas Manuais',1.00366089919946
327,"Aditivos e Lubrificantes', 'EPI'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.00276551670829
328,"Ferramentas Manuais', 'Para Você e Sua Casa'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",1.0021947858674
329,"Lava Jato e Posto', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',1.00157271660055
330,Funilaria e Pintura',Ferramentas Manuais',1.00135306824517
331,"EPI', 'Equipamento Auto Center'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",1.0009748973878
332,"Ferramentas em Geral', 'EPI', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',1.00072822021219
333,"Funilaria e Pintura', 'Ferramentas Pneumáticas'",Ferramentas Manuais',0.99998599552557
334,"Ferramentas Elétricas e Máquinas', 'Injeção Eletrônica e Motor', 'EPI'",Ferramentas em Geral',0.999306340854759
335,"Jardinagem', 'Funilaria e Pintura'",Ferramentas Manuais',0.999029554658574
336,"Jardinagem', 'Ferramentas Manuais', 'Ferramentas em Geral'",EPI',0.998796573577547
337,"Ferramentas Manuais', 'Equipamento Auto Center', 'Funilaria e Pintura'",Ferramentas Elétricas e Máquinas',0.998459812267369
338,"Ferramentas Manuais', 'Injeção Eletrônica e Motor', 'Funilaria e Pintura'",Ferramentas Elétricas e Máquinas',0.996735604343189
339,Para Você e Sua Casa',EPI',0.996708635976866
340,"Funilaria e Pintura', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.995127732960718
341,"EPI', 'Ferramentas Pneumáticas'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.994687423652753
342,"Ferramentas Pneumáticas', 'Ferramentas Manuais', 'Funilaria e Pintura'",Ferramentas Elétricas e Máquinas',0.992712828439135
343,"Funilaria e Pintura', 'Ferramentas Manuais', 'Ferramentas em Geral', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.992558215855801
344,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'EPI'",Ferramentas em Geral',0.992374532227783
345,Ferramentas Automotivas',Ferramentas em Geral',0.991442183049336
346,"Jardinagem', 'Funilaria e Pintura'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.99138318147014
347,"Ferramentas Manuais', 'EPI'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.991339543071507
348,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",Ferramentas Manuais',0.990369560743576
349,"Jardinagem', 'Ferramentas Pneumáticas'",Ferramentas Manuais',0.988659193520542
350,"Lava Jato e Posto', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',0.98834387417169
351,"Funilaria e Pintura', 'Ferramentas Elétricas e Máquinas'",Ferramentas Manuais',0.988126305250426
352,"Ferramentas Elétricas e Máquinas', 'EPI'",Ferramentas Manuais',0.988009234127212
353,Jardinagem',Ferramentas em Geral',0.987015879190895
354,"Jardinagem', 'Funilaria e Pintura'",Ferramentas Elétricas e Máquinas',0.986974065708627
355,Ferramentas em Geral',Ferramentas Elétricas e Máquinas',0.986183287348803
356,Ferramentas Elétricas e Máquinas',Ferramentas em Geral',0.986183287348803
357,"Jardinagem', 'Ferramentas Manuais'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.985868460450232
358,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas', 'Auto Elétrica'",EPI',0.985405698027219
359,Lava Jato e Posto',Ferramentas Elétricas e Máquinas',0.985232436807243
360,"Funilaria e Pintura', 'EPI'",Ferramentas Manuais',0.984895486556259
361,"Funilaria e Pintura', 'Ferramentas em Geral', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.984837145206375
362,"Jardinagem', 'Ferramentas em Geral', 'Funilaria e Pintura'",Ferramentas Elétricas e Máquinas',0.984701194685261
363,"Ferramentas Manuais', 'Construção Civil'",Ferramentas Elétricas e Máquinas',0.98431475771942
364,"Ferramentas Manuais', 'Equipamento Auto Center', 'Ferramentas Pneumáticas'",Ferramentas em Geral',0.984272940597878
365,"Ferramentas Manuais', 'Ferramentas em Geral', 'Auto Elétrica'",Ferramentas Elétricas e Máquinas',0.984155759046564
366,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'Ferramentas Pneumáticas'",Ferramentas Manuais',0.983895599489398
367,"Ferramentas em Geral', 'Auto Elétrica'",Ferramentas Elétricas e Máquinas',0.982228052226699
368,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'Ferramentas Manuais'",EPI',0.981981912485663
369,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas', 'Injeção Eletrônica e Motor'",Ferramentas em Geral',0.981613769644496
370,"Ferramentas Elétricas e Máquinas', 'EPI', 'Equipamento Auto Center'",Ferramentas em Geral',0.981549478393632
371,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'Funilaria e Pintura'",Ferramentas Manuais',0.98141051381881
372,"Ferramentas em Geral', 'Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas', 'Aditivos e Lubrificantes'",EPI',0.981169598800411
373,"EPI', 'Ferramentas Pneumáticas'",Ferramentas em Geral',0.980230289832728
374,"Ferramentas Elétricas e Máquinas', 'EPI'",Ferramentas em Geral',0.979960945902894
375,Para Você e Sua Casa',Ferramentas em Geral',0.977170459296737
376,Ferramentas Manuais',Ferramentas Elétricas e Máquinas',0.977045750883679
377,Ferramentas Elétricas e Máquinas',Ferramentas Manuais',0.977045750883679
378,"Ferramentas em Geral', 'Ferramentas Manuais', 'EPI', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.976461221934403
379,"Ferramentas Manuais', 'Ferramentas Pneumáticas'",Ferramentas em Geral',0.974665054497784
380,"Funilaria e Pintura', 'Injeção Eletrônica e Motor'",Ferramentas Elétricas e Máquinas',0.974635007467971
381,"Funilaria e Pintura', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.974387531028083
382,"Ferramentas Manuais', 'Ferramentas Automotivas'",EPI',0.974352943894466
383,"Ferramentas Manuais', 'Ferramentas em Geral'",EPI',0.974348265804471
384,"Ferramentas Manuais', 'Ferramentas em Geral', 'Equipamento Auto Center'",EPI',0.973535574806112
385,"Funilaria e Pintura', 'Ferramentas Elétricas e Máquinas', 'EPI'",Ferramentas Manuais',0.973052384724099
386,"Ferramentas Elétricas e Máquinas', 'Ferramentas Automotivas'",Ferramentas em Geral',0.971787567119304
387,"Lava Jato e Posto', 'Ferramentas em Geral'",Ferramentas Manuais',0.971245449352852
388,"Jardinagem', 'Ferramentas Elétricas e Máquinas'",Ferramentas em Geral',0.969860135126621
389,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'Aditivos e Lubrificantes'",Ferramentas Manuais',0.969779613713737
390,"Jardinagem', 'Aditivos e Lubrificantes'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.969596251256514
391,"Jardinagem', 'Ferramentas Manuais', 'Funilaria e Pintura'",Ferramentas Elétricas e Máquinas',0.969567637349807
392,"Ferramentas em Geral', 'Para Você e Sua Casa'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.96916682568011
393,Aditivos e Lubrificantes',"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.969104700145898
394,"Jardinagem', 'EPI'",Ferramentas Manuais',0.969023433585052
395,"Ferramentas Manuais', 'Equipamento Auto Center', 'Ferramentas em Geral', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.968985314444492
396,"Equipamento Auto Center', 'Ferramentas Elétricas e Máquinas', 'Ferramentas Pneumáticas'",Ferramentas em Geral',0.968945013963157
397,"Jardinagem', 'Ferramentas Manuais', 'EPI'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.967963485741821
398,"Funilaria e Pintura', 'Aditivos e Lubrificantes', 'EPI'",Ferramentas Elétricas e Máquinas',0.967551904216024
399,"Ferramentas Manuais', 'Lava Jato e Posto'",Ferramentas Elétricas e Máquinas',0.967161919571035
400,"Ferramentas Manuais', 'Equipamento Auto Center', 'Ferramentas Pneumáticas'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.967108282080539
401,"Ferramentas Manuais', 'Aditivos e Lubrificantes', 'Ferramentas em Geral'",EPI',0.966890086768817
402,"Jardinagem', 'Ferramentas em Geral'",EPI',0.965916294533997
403,"EPI', 'Para Você e Sua Casa'",Ferramentas Manuais',0.965863933000278
404,"Ferramentas em Geral', 'EPI'",Ferramentas Elétricas e Máquinas',0.965503246221616
405,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",EPI',0.965388426292041
406,"Ferramentas Manuais', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',0.964203973751608
407,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",EPI',0.964172740344093
408,"Jardinagem', 'Equipamento Auto Center'",EPI',0.962826928424866
409,Construção Civil',Ferramentas Elétricas e Máquinas',0.961984862189464
410,"Ferramentas Manuais', 'Injeção Eletrônica e Motor'",Ferramentas em Geral',0.961981765607431
411,"Ferramentas Manuais', 'Equipamento Auto Center'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.96086805124856
412,"Equipamento Auto Center', 'Ferramentas em Geral', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.959429246254704
413,"Ferramentas Manuais', 'EPI', 'Auto Elétrica'",Ferramentas Elétricas e Máquinas',0.959358624041754
414,Lava Jato e Posto',Ferramentas Manuais',0.95904889706149
415,"Ferramentas em Geral', 'EPI', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.958135340671342
416,"Ferramentas Elétricas e Máquinas', 'Auto Elétrica'",EPI',0.957728006763898
417,"Ferramentas em Geral', 'Funilaria e Pintura', 'Ferramentas Manuais', 'Aditivos e Lubrificantes'",Ferramentas Elétricas e Máquinas',0.957640024976616
418,Jardinagem',Ferramentas Elétricas e Máquinas',0.957517140637761
419,"Injeção Eletrônica e Motor', 'EPI'",Ferramentas em Geral',0.957389514735278
420,"Ferramentas Elétricas e Máquinas', 'Para Você e Sua Casa'",Ferramentas em Geral',0.956865628941872
421,"Funilaria e Pintura', 'Aditivos e Lubrificantes', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',0.955166447172808
422,"Ferramentas em Geral', 'Ferramentas Manuais', 'EPI'",Ferramentas Elétricas e Máquinas',0.95413438936557
423,"Jardinagem', 'Ferramentas em Geral'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.953704670190157
424,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'EPI'",Ferramentas Manuais',0.953128306536879
425,Ferramentas Automotivas',Ferramentas Elétricas e Máquinas',0.952116567372947
426,Equipamento Auto Center',Ferramentas Elétricas e Máquinas',0.951173474576549
427,"Ferramentas Manuais', 'Lava Jato e Posto'",Ferramentas em Geral',0.950530218103863
428,"Jardinagem', 'Equipamento Auto Center'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.950482869811043
429,"EPI', 'Ferramentas Automotivas'",Ferramentas Elétricas e Máquinas',0.949775360044075
430,"EPI', 'Auto Elétrica'",Ferramentas Elétricas e Máquinas',0.949719194027734
431,Lava Jato e Posto',"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.949347122594368
432,"Funilaria e Pintura', 'Aditivos e Lubrificantes'",Ferramentas Elétricas e Máquinas',0.948884384544299
433,EPI',Ferramentas em Geral',0.948816556834423
434,Ferramentas em Geral',EPI',0.948816556834423
435,"Equipamento Auto Center', 'Ferramentas Automotivas'",Ferramentas Elétricas e Máquinas',0.948643854719898
436,Ferramentas Pneumáticas',"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.948290253544342
437,"Ferramentas em Geral', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.947835890624284
438,"Jardinagem', 'Equipamento Auto Center'",Ferramentas em Geral',0.947336268383302
439,"Aditivos e Lubrificantes', 'Equipamento Auto Center'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.947004071771692
440,Para Você e Sua Casa',Ferramentas Elétricas e Máquinas',0.946094765432659
441,Jardinagem',Ferramentas Manuais',0.945967765948265
442,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",EPI',0.945307988190767
443,EPI',"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.945307988190767
444,"Ferramentas Elétricas e Máquinas', 'Ferramentas Pneumáticas'",Ferramentas em Geral',0.944655177798062
445,Ferramentas Para Motos',Ferramentas Elétricas e Máquinas',0.943741902098851
446,"Jardinagem', 'Ferramentas Elétricas e Máquinas'",EPI',0.943486273747263
447,"Aditivos e Lubrificantes', 'Ferramentas em Geral', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.943483448887267
448,"Ferramentas Manuais', 'Aditivos e Lubrificantes', 'Funilaria e Pintura'",Ferramentas Elétricas e Máquinas',0.943111514362127
449,Auto Peças',Ferramentas Elétricas e Máquinas',0.942942150293528
450,"Ferramentas em Geral', 'Jardinagem', 'Ferramentas Manuais', 'EPI'",Ferramentas Elétricas e Máquinas',0.942649438382466
451,"Equipamento Auto Center', 'EPI', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.942150780238992
452,Jardinagem',"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.941668466012584
453,"Ferramentas Elétricas e Máquinas', 'Lava Jato e Posto'",Ferramentas em Geral',0.941557949341899
454,"Ferramentas Elétricas e Máquinas', 'Lava Jato e Posto'",Ferramentas Manuais',0.9414586219373
455,"Jardinagem', 'EPI'",Ferramentas em Geral',0.940878581127454
456,"Jardinagem', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',0.940874126732653
457,Lava Jato e Posto',"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.940650125312099
458,"Ferramentas em Geral', 'Jardinagem', 'EPI'",Ferramentas Elétricas e Máquinas',0.940359943905435
459,"Ferramentas Manuais', 'Injeção Eletrônica e Motor', 'Equipamento Auto Center'",Ferramentas em Geral',0.940023895066814
460,"Ferramentas Manuais', 'Ferramentas em Geral', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.94000910437149
461,"Ferramentas Manuais', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.938742586722614
462,Lava Jato e Posto',Ferramentas em Geral',0.938593800262885
463,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'Equipamento Auto Center'",Ferramentas em Geral',0.938421644393431
464,Ferramentas Automotivas',"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.93821813296871
465,"Ferramentas Manuais', 'Aditivos e Lubrificantes', 'Equipamento Auto Center'",EPI',0.937959870073026
466,"Ferramentas Manuais', 'Equipamento Auto Center'",EPI',0.937782882826643
467,"Ferramentas Manuais', 'Ferramentas em Geral', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.936894366059622
468,Ferramentas Automotivas',EPI',0.936880823040272
469,Para Você e Sua Casa',Ferramentas Manuais',0.936211545126027
470,"Ferramentas Manuais', 'Ferramentas Automotivas'",Ferramentas Elétricas e Máquinas',0.935083719510788
471,Ferramentas Elétricas e Máquinas',EPI',0.934818340998691
472,EPI',Ferramentas Elétricas e Máquinas',0.934818340998691
473,"Ferramentas Elétricas e Máquinas', 'Ferramentas Automotivas'",EPI',0.934577079649657
474,"Ferramentas em Geral', 'Ferramentas Automotivas'",Ferramentas Elétricas e Máquinas',0.933241553002689
475,"Ferramentas em Geral', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.932213670081458
476,"Ferramentas em Geral', 'Injeção Eletrônica e Motor', 'EPI'",Ferramentas Elétricas e Máquinas',0.932032377629532
477,"Ferramentas Manuais', 'Ferramentas em Geral', 'Para Você e Sua Casa'",Ferramentas Elétricas e Máquinas',0.932020337112045
478,"EPI', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.931981898361548
479,Lava Jato e Posto',EPI',0.931934923057068
480,Equipamento Auto Center',Ferramentas em Geral',0.93191567227139
481,"Ferramentas Manuais', 'Para Você e Sua Casa'",Ferramentas Elétricas e Máquinas',0.930562998421045
482,"Ferramentas Elétricas e Máquinas', 'Aditivos e Lubrificantes', 'Ferramentas em Geral'",EPI',0.930300341149544
483,"Jardinagem', 'Ferramentas Elétricas e Máquinas', 'Equipamento Auto Center'",EPI',0.929490728872939
484,"Ferramentas Manuais', 'Equipamento Auto Center', 'Ferramentas Automotivas'",Ferramentas Elétricas e Máquinas',0.929086537993368
485,"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",EPI',0.928920087619008
486,EPI',"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.928920087619008
487,"Ferramentas Elétricas e Máquinas', 'Equipamento Auto Center'",Ferramentas em Geral',0.928645662251375
488,"Aditivos e Lubrificantes', 'Ferramentas em Geral'",EPI',0.928558877233729
489,"Equipamento Auto Center', 'Para Você e Sua Casa'",Ferramentas Elétricas e Máquinas',0.928367559185468
490,"Jardinagem', 'Ferramentas Manuais'",Ferramentas Elétricas e Máquinas',0.926944398954334
491,"Ferramentas Manuais', 'Ferramentas em Geral', 'Ferramentas Automotivas'",Ferramentas Elétricas e Máquinas',0.926919803251571
492,"Ferramentas em Geral', 'Para Você e Sua Casa'",Ferramentas Elétricas e Máquinas',0.926435663452068
493,"Ferramentas Manuais', 'Ferramentas Pneumáticas'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.925951808419963
